sentence_id,node_id,node_type,instance,word_index,word,depth,degree,in_degree,out_degree
9,g,instance,give-01,0,give-01,1,6,1,5
9,p,instance,person,0,person,2,2,1,1
9,n,instance,name,0,Henry,3,3,1,2
9,b,instance,back-01,0,back-01,2,4,1,3
9,d,instance,direct,0,direct,3,1,1,0
9,f,instance,finance,0,finance,3,1,1,0
9,p2,instance,person,0,person,2,3,2,1
9,n2,instance,name,0,Adolf,3,3,1,2
9,s2,instance,start-01,0,start-01,2,5,1,4
9,p3,instance,politics,0,politics,3,1,1,0
9,f2,instance,first,0,first,3,1,1,0
9,n,instance,name,1,Ford,3,3,1,2
9,n2,instance,name,1,Hitler,3,3,1,2
10,t,instance,trace-01,0,trace-01,0,4,0,4
10,t2,instance,this,0,this,1,1,1,0
10,p,instance,part,0,part,1,1,1,0
10,s,instance,state-01,0,state-01,1,4,1,3
10,a,instance,and,0,and,2,6,4,2
10,p2,instance,person,0,person,3,3,2,1
10,n,instance,name,0,Kurt,4,3,1,2
10,r,instance,represent-01,0,represent-01,0,5,0,5
10,c,instance,country,0,country,6,3,2,1
10,n2,instance,name,0,Germany,7,2,1,1
10,c2,instance,country,0,country,0,2,1,1
10,n3,instance,name,0,U.S.,0,2,1,1
10,p3,instance,person,0,person,3,3,2,1
10,n4,instance,name,0,Winifred,4,3,1,2
10,d2,instance,daughter-in-law-01,0,daughter-in-law-01,0,3,0,3
10,p4,instance,person,0,person,0,2,1,1
10,n5,instance,name,0,Richard,0,3,1,2
10,s2,instance,say-01,0,say-01,2,4,1,3
10,r2,instance,request-01,0,request-01,3,6,1,5
10,f,instance,fund,0,fund,4,1,1,0
10,p5,instance,person,0,person,4,2,1,1
10,n6,instance,name,0,Ford,5,2,1,1
10,a2,instance,aid-01,0,aid-01,4,4,1,3
10,m,instance,movement,0,movement,5,3,1,2
10,n7,instance,name,0,National,6,3,1,2
10,n,instance,name,1,Ludecke,4,3,1,2
10,n4,instance,name,1,Wagner,4,3,1,2
10,n5,instance,name,1,Wagner,0,3,1,2
10,n7,instance,name,1,Socialist,6,3,1,2
11,i,instance,indicate-01,0,indicate-01,0,4,0,4
11,s,instance,source,0,source,1,2,1,1
11,c,instance,contemporary,0,contemporary,2,1,1,0
11,c2,instance,come-01,0,come-01,1,4,1,3
11,a,instance,and,0,and,2,3,1,2
11,i2,instance,idea-01,0,idea-01,2,4,3,1
11,d,instance,develop-02,0,develop-02,3,3,1,2
11,e,instance,employee,0,employee,2,2,2,0
11,a2,instance,and,0,and,0,5,0,5
11,p1,instance,person,0,person,0,2,1,1
11,n1,instance,name,0,Clarence,0,3,1,2
11,p2,instance,person,0,person,0,2,1,1
11,n2,instance,name,0,Peter,0,4,1,3
11,p3,instance,person,0,person,0,2,1,1
11,n3,instance,name,0,Charles,0,4,1,3
11,p4,instance,person,0,person,0,2,1,1
11,n4,instance,name,0,C.H.,0,3,1,2
11,c3,instance,credit-01,0,credit-01,1,5,1,4
11,p5,instance,person,0,person,2,2,1,1
11,n5,instance,name,0,Ford,3,2,1,1
11,o,instance,often,0,often,2,1,1,0
11,n1,instance,name,1,Avery,0,3,1,2
11,n2,instance,name,1,E.,0,4,1,3
11,n3,instance,name,1,E.,0,4,1,3
11,n4,instance,name,1,Wills,0,3,1,2
11,n2,instance,name,2,Martin,0,4,1,3
11,n3,instance,name,2,Sorensen,0,4,1,3
12,a,instance,advocate-01,0,advocate-01,0,3,0,3
12,p,instance,person,0,person,1,3,2,1
12,n,instance,name,0,Henry,2,3,1,2
12,t,instance,take-01,0,take-01,1,4,1,3
12,p2,instance,person,0,person,2,3,2,1
12,n2,instance,name,0,Harry,3,3,1,2
12,a2,instance,associate-01,0,associate-01,0,4,0,4
12,l,instance,long-time,0,long-time,0,1,1,0
12,s,instance,spot,0,spot,2,1,1,0
12,n,instance,name,1,Ford,2,3,1,2
12,n2,instance,name,1,Bennett,3,3,1,2
13,w,instance,want-01,0,want-01,0,3,0,3
13,p,instance,person,0,person,1,5,4,1
13,n,instance,name,0,Eleanor,2,2,1,1
13,w2,instance,widow-01,0,widow-01,0,3,0,3
13,p2,instance,person,0,person,0,3,2,1
13,n2,instance,name,0,Edsel,0,2,1,1
13,i,instance,inherit-01,0,inherit-01,0,3,0,3
13,s,instance,stock,0,stock,0,3,1,2
13,v,instance,vote-01,0,vote-01,0,2,1,1
13,t,instance,take-over-01,0,take-over-01,1,4,1,3
13,p3,instance,person,0,person,2,3,2,1
13,n3,instance,name,0,Henry,3,4,1,3
13,s2,instance,son-01,0,son-01,0,3,0,3
13,p4,instance,position,0,position,2,1,1,0
13,n3,instance,name,1,Ford,3,4,1,3
13,n3,instance,name,2,II,3,4,1,3
14,l,instance,leave-11,0,leave-11,0,5,0,5
14,h,instance,he,0,he,1,2,2,0
14,h2,instance,home,0,home,1,1,1,0
14,d,instance,date-entity,0,1879,1,2,1,1
14,w,instance,work-01,0,work-01,1,6,1,5
14,c,instance,city,0,city,2,3,1,2
14,n,instance,name,0,Detroit,3,2,1,1
14,n2,instance,nearby,0,nearby,3,1,1,0
14,m,instance,machinist,0,machinist,2,2,1,1
14,a,instance,apprentice,0,apprentice,3,1,1,0
14,a2,instance,and,0,and,2,3,1,2
14,o1,instance,organization,0,organization,3,3,1,2
14,n3,instance,name,0,James,4,6,1,5
14,f,instance,first,0,first,4,1,1,0
14,o2,instance,organization,0,organization,3,3,1,2
14,n4,instance,name,0,Detroit,4,5,1,4
14,l2,instance,later,0,later,4,1,1,0
14,n3,instance,name,1,F.,4,6,1,5
14,n4,instance,name,1,Dry,4,5,1,4
14,n3,instance,name,2,Flower,4,6,1,5
14,n4,instance,name,2,Dock,4,5,1,4
14,n3,instance,name,3,&,4,6,1,5
14,n4,instance,name,3,Co.,4,5,1,4
14,n3,instance,name,4,Bros.,4,6,1,5
15,a,instance,actor,0,actor,0,1,0,1
15,p,instance,person,0,person,1,10,7,3
15,n,instance,name,0,Alexander,2,5,1,4
15,b,instance,bear-02,0,bear-02,0,4,0,4
15,d,instance,date-entity,0,1958,0,4,1,3
15,c,instance,city,0,city,0,3,1,2
15,n2,instance,name,0,Massapequa,0,2,1,1
15,i,instance,island,0,island,0,3,1,2
15,n3,instance,name,0,Long,0,3,1,2
15,s,instance,state,0,state,0,3,1,2
15,n4,instance,name,0,New,0,3,1,2
15,c2,instance,country,0,country,0,2,1,1
15,n5,instance,name,0,USA,0,2,1,1
15,a2,instance,country,0,country,2,2,1,1
15,n6,instance,name,0,America,3,2,1,1
15,o,instance,old-02,0,old-02,0,4,0,4
15,m,instance,most,0,most,0,1,1,0
15,b2,instance,brother,0,brother,0,3,2,1
15,n7,instance,name,0,Baldwin,0,2,1,1
15,k,instance,know-01,0,know-01,0,4,0,4
15,m2,instance,most,0,most,0,1,1,0
15,a3,instance,and,0,and,2,4,1,3
15,p2,instance,person,0,person,3,3,2,1
15,n8,instance,name,0,Daniel,4,2,1,1
15,b3,instance,brother-01,0,brother-01,0,3,0,3
15,p3,instance,person,0,person,3,3,2,1
15,n9,instance,name,0,Stephen,4,2,1,1
15,b4,instance,brother-01,0,brother-01,0,3,0,3
15,p4,instance,person,0,person,3,3,2,1
15,n10,instance,name,0,William,4,2,1,1
15,b5,instance,brother-01,0,brother-01,0,3,0,3
15,n,instance,name,1,Rae,2,5,1,4
15,n3,instance,name,1,Island,0,3,1,2
15,n4,instance,name,1,York,0,3,1,2
15,n,instance,name,2,Baldwin,2,5,1,4
15,n,instance,name,3,III,2,5,1,4
16,d,instance,descend-01,0,descend-01,0,3,0,3
16,h,instance,he,0,he,1,1,1,0
16,a,instance,and,0,and,1,3,1,2
16,e1,instance,ethnic-group,0,ethnic-group,2,3,1,2
16,n1,instance,name,0,Irish,3,2,1,1
16,f1,instance,fraction,0,fraction,3,3,1,2
16,e2,instance,ethnic-group,0,ethnic-group,2,3,1,2
16,n2,instance,name,0,French,3,2,1,1
16,f2,instance,fraction,0,fraction,3,3,1,2
17,a,instance,appear-01,0,appear-01,0,3,0,3
17,p,instance,person,0,person,1,2,1,1
17,n,instance,name,0,Baldwin,2,2,1,1
17,m,instance,movie,0,movie,1,2,1,1
17,a2,instance,and,0,and,2,13,1,12
17,m2,instance,movie,0,movie,3,2,1,1
17,n2,instance,name,0,The,4,3,1,2
17,m3,instance,movie,0,movie,3,2,1,1
17,n3,instance,name,0,The,4,6,1,5
17,m4,instance,movie,0,movie,3,2,1,1
17,n4,instance,name,0,Beetlejuice,4,2,1,1
17,m5,instance,movie,0,movie,3,2,1,1
17,n5,instance,name,0,Ghosts,4,4,1,3
17,m6,instance,movie,0,movie,3,2,1,1
17,n6,instance,name,0,Talk,4,3,1,2
17,m7,instance,movie,0,movie,3,3,1,2
17,n7,instance,name,0,Final,4,6,1,5
17,v,instance,voice-01,0,voice-01,4,2,1,1
17,m8,instance,movie,0,movie,3,2,1,1
17,n8,instance,name,0,The,4,6,1,5
17,m9,instance,movie,0,movie,3,2,1,1
17,n9,instance,name,0,Pearl,4,3,1,2
17,m10,instance,movie,0,movie,3,2,1,1
17,n10,instance,name,0,Thomas,4,6,1,5
17,m11,instance,movie,0,movie,3,2,1,1
17,n11,instance,name,0,Along,4,4,1,3
17,m12,instance,movie,0,movie,3,2,1,1
17,n12,instance,name,0,The,4,5,1,4
17,m13,instance,movie,0,movie,3,2,1,1
17,n13,instance,name,0,The,4,3,1,2
17,n2,instance,name,1,Cooler,4,3,1,2
17,n3,instance,name,1,Hunt,4,6,1,5
17,n5,instance,name,1,of,4,4,1,3
17,n6,instance,name,1,Radio,4,3,1,2
17,n7,instance,name,1,Fantasy:,4,6,1,5
17,n8,instance,name,1,Cat,4,6,1,5
17,n9,instance,name,1,Harbor,4,3,1,2
17,n10,instance,name,1,and,4,6,1,5
17,n11,instance,name,1,Came,4,4,1,3
17,n12,instance,name,1,SpongeBob,4,5,1,4
17,n13,instance,name,1,Aviator,4,3,1,2
17,n3,instance,name,2,for,4,6,1,5
17,n5,instance,name,2,Mississippi,4,4,1,3
17,n7,instance,name,2,The,4,6,1,5
17,n8,instance,name,2,in,4,6,1,5
17,n10,instance,name,2,the,4,6,1,5
17,n11,instance,name,2,Polly,4,4,1,3
17,n12,instance,name,2,SquarePants,4,5,1,4
17,n3,instance,name,3,Red,4,6,1,5
17,n7,instance,name,3,Spirits,4,6,1,5
17,n8,instance,name,3,the,4,6,1,5
17,n10,instance,name,3,Magic,4,6,1,5
17,n12,instance,name,3,Movie,4,5,1,4
17,n3,instance,name,4,October,4,6,1,5
17,n7,instance,name,4,Within,4,6,1,5
17,n8,instance,name,4,Hat,4,6,1,5
17,n10,instance,name,4,Railroad,4,6,1,5
18,h,instance,have-03,0,have-03,0,5,0,5
18,p,instance,person,0,person,1,3,2,1
18,n,instance,name,0,Baldwin,2,2,1,1
18,j,instance,job,0,job,1,2,1,1
18,b,instance,busboy,0,busboy,2,1,1,0
18,d,instance,disco,0,disco,1,5,2,3
18,n2,instance,name,0,Studio,2,3,1,2
18,f,instance,famous-01,0,famous-01,2,3,1,2
18,c,instance,city,0,city,2,2,1,1
18,n3,instance,name,0,New,3,4,1,3
18,y,instance,young-01,0,young-01,1,3,1,2
18,n2,instance,name,1,54,2,3,1,2
18,n3,instance,name,1,York,3,4,1,3
18,n3,instance,name,2,City,3,4,1,3
19,m,instance,marry-01,0,marry-01,0,4,0,4
19,h,instance,he,0,he,1,1,1,0
19,p,instance,person,0,person,1,3,2,1
19,n,instance,name,0,Kim,2,3,1,2
19,a,instance,actress-01,0,actress-01,0,2,0,2
19,p2,instance,period,0,period,1,3,1,2
19,d1,instance,date-entity,0,1993,2,2,1,1
19,d2,instance,date-entity,0,2002,2,2,1,1
19,n,instance,name,1,Basinger,2,3,1,2
20,a,instance,and,0,and,0,2,0,2
20,h,instance,have-03,0,have-03,1,5,1,4
20,p,instance,person,0,person,2,4,2,2
20,n,instance,name,0,Baldwin,3,2,1,1
20,d,instance,democrat,0,democrat,3,2,1,1
20,l,instance,liberal,0,liberal,4,1,1,0
20,i,instance,interest-01,0,interest-01,2,4,1,3
20,p2,instance,politics,0,politics,3,1,1,0
20,a2,instance,active,0,active,3,1,1,0
20,a3,instance,always,0,always,2,1,1,0
20,r,instance,rumor-01,0,rumor-01,1,4,1,3
20,c,instance,candidate-01,0,candidate-01,2,4,1,3
20,o,instance,office,0,office,3,2,1,1
20,p3,instance,public,0,public,4,1,1,0
20,f,instance,frequent,0,frequent,2,1,1,0
21,m,instance,multi-sentence,0,multi-sentence,0,1,0,1
21,h,instance,host-01,0,host-01,1,8,3,5
21,p,instance,person,0,person,2,2,1,1
21,n,instance,name,0,Baldwin,3,2,1,1
21,p2,instance,program,0,program,2,3,2,1
21,n2,instance,name,0,Saturday,3,4,1,3
21,f,instance,frequent,0,frequent,2,2,1,1
21,m2,instance,most,0,most,3,1,1,0
21,p3,instance,particular,0,particular,2,1,1,0
21,l,instance,lead-01,0,lead-01,0,4,0,4
21,t,instance,time,0,time,0,2,1,1
21,a,instance,appear-01,0,appear-01,0,4,0,4
21,c,instance,cameo,0,cameo,0,1,1,0
21,r,instance,regular,0,regular,0,1,1,0
21,n2,instance,name,1,Night,3,4,1,3
21,n2,instance,name,2,Live,3,4,1,3
22,p,instance,play-02,0,play-02,0,4,0,4
22,h,instance,he,0,he,1,1,1,0
22,p2,instance,person,0,person,1,2,1,1
22,n,instance,name,0,William,2,4,1,3
22,m,instance,movie,0,movie,1,3,1,2
22,f,instance,facility,0,facility,2,2,1,1
22,n2,instance,name,0,Alamo,3,2,1,1
22,n3,instance,name,0,Thirteen,2,5,1,4
22,n,instance,name,1,Barrett,2,4,1,3
22,n3,instance,name,1,Days,2,5,1,4
22,n,instance,name,2,Travis,2,4,1,3
22,n3,instance,name,2,of,2,5,1,4
22,n3,instance,name,3,Glory,2,5,1,4
23,b,instance,begin-01,0,begin-01,0,4,0,4
23,h,instance,he,0,he,1,2,2,0
23,n,instance,narrate-01,0,narrate-01,1,4,1,3
23,v,instance,version,0,version,2,3,2,1
23,c,instance,country,0,country,3,2,1,1
23,n2,instance,name,0,America,4,2,1,1
23,s,instance,series,0,series,0,3,0,3
23,n3,instance,name,0,Thomas,0,7,1,6
23,c2,instance,child,0,child,0,1,1,0
23,d,instance,date-entity,0,1998,1,2,1,1
23,n3,instance,name,1,the,0,7,1,6
23,n3,instance,name,2,Tank,0,7,1,6
23,n3,instance,name,3,Engine,0,7,1,6
23,n3,instance,name,4,and,0,7,1,6
23,n3,instance,name,5,Friends,0,7,1,6
24,m,instance,mouth,0,mouth,0,4,1,3
24,i,instance,infamous-01,0,infamous-01,1,5,1,4
24,h,instance,he,0,he,1,7,7,0
24,a,instance,appear-01,0,appear-01,2,5,1,4
24,d,instance,date-entity,0,1994,3,2,1,1
24,p,instance,program,0,program,3,2,1,1
24,n,instance,name,0,Saturday,4,4,1,3
24,p2,instance,portray-01,0,portray-01,2,4,1,3
24,p3,instance,person,0,person,3,4,1,3
24,n2,instance,name,0,Mr.,4,3,1,2
24,s,instance,scoutmaster,0,scoutmaster,4,1,1,0
24,p4,instance,pedophile,0,pedophile,4,1,1,0
24,a2,instance,and,0,and,1,3,1,2
24,r,instance,rip-01,0,rip-01,2,4,1,3
24,s2,instance,shirt,0,shirt,3,2,1,1
24,p5,instance,put-01,0,put-01,2,5,1,4
24,a3,instance,around,0,around,3,2,1,1
24,n3,instance,neck,0,neck,4,2,1,1
24,p6,instance,person,0,person,5,2,1,1
24,n4,instance,name,0,Adam,6,3,1,2
24,n,instance,name,1,Night,4,4,1,3
24,n2,instance,name,1,Armstrong,4,3,1,2
24,n4,instance,name,1,Sandler,6,3,1,2
24,n,instance,name,2,Live,4,4,1,3
25,p,instance,person,0,person,0,6,4,2
25,n,instance,name,0,Rosemary,1,3,1,2
25,s,instance,sing-01,0,sing-01,0,3,0,3
25,p2,instance,popular-02,0,popular-02,0,2,1,1
25,a,instance,act-01,0,act-01,0,2,0,2
25,c,instance,country,0,country,1,2,1,1
25,n2,instance,name,0,United,2,3,1,2
25,b,instance,bear-02,0,bear-02,0,3,0,3
25,d,instance,date-entity,0,1928,0,4,1,3
25,d2,instance,die-01,0,die-01,0,3,0,3
25,d3,instance,date-entity,0,2002,0,4,1,3
25,n,instance,name,1,Clooney,1,3,1,2
25,n2,instance,name,1,States,2,3,1,2
26,s,instance,star-01,0,star-01,0,4,0,4
26,a,instance,and,0,and,1,5,1,4
26,s2,instance,she,0,she,2,1,1,0
26,p2,instance,person,0,person,2,2,1,1
26,n2,instance,name,0,Bing,3,3,1,2
26,p3,instance,person,0,person,2,2,1,1
26,n3,instance,name,0,Danny,3,3,1,2
26,p4,instance,person,0,person,2,2,1,1
26,n4,instance,name,0,Vera-Ellen,3,2,1,1
26,m,instance,movie,0,movie,1,2,1,1
26,n5,instance,name,0,White,2,3,1,2
26,d,instance,date-entity,0,1954,1,2,1,1
26,n2,instance,name,1,Crosby,3,3,1,2
26,n3,instance,name,1,Kaye,3,3,1,2
26,n5,instance,name,1,Christmas,2,3,1,2
27,r,instance,record-01,0,record-01,0,6,0,6
27,p,instance,person,0,person,1,3,2,1
27,n,instance,name,0,Clooney,2,2,1,1
27,o,instance,ordinal-entity,0,ordinal-entity,1,2,1,1
27,d,instance,date-entity,0,1946,1,3,1,2
27,o2,instance,organization,0,organization,1,2,1,1
27,n2,instance,name,0,Columbia,2,3,1,2
27,s,instance,sing-01,0,sing-01,1,4,1,3
27,b,instance,band,0,band,2,3,1,2
27,b2,instance,big,0,big,3,1,1,0
27,p2,instance,person,0,person,3,2,1,1
27,n3,instance,name,0,Tony,4,3,1,2
27,n2,instance,name,1,Records,2,3,1,2
27,n3,instance,name,1,Pastor,4,3,1,2
28,m,instance,multi-sentence,0,multi-sentence,0,1,0,1
28,m2,instance,marry-01,0,marry-01,1,5,2,3
28,p,instance,person,0,person,2,4,3,1
28,n,instance,name,0,Rosemary,3,3,1,2
28,t,instance,times,0,times,2,2,1,1
28,c,instance,consist-01,0,consist-01,0,3,0,3
28,a,instance,and,0,and,0,3,1,2
28,m3,instance,marry-01,0,marry-01,0,7,2,5
28,p2,instance,person,0,person,0,2,1,1
28,n2,instance,name,0,Jose,0,3,1,2
28,t2,instance,twice,0,twice,0,1,1,0
28,a2,instance,and,0,and,0,3,1,2
28,d,instance,date-interval,0,date-interval,0,3,1,2
28,d2,instance,date-entity,0,1953,0,2,1,1
28,d3,instance,date-entity,0,1961,0,2,1,1
28,d4,instance,date-interval,0,date-interval,0,3,1,2
28,d5,instance,date-entity,0,1964,0,2,1,1
28,d6,instance,date-entity,0,1967,0,2,1,1
28,h,instance,have-03,0,have-03,0,3,0,3
28,c2,instance,child,0,child,0,3,1,2
28,a3,instance,and,0,and,0,3,1,2
28,p3,instance,person,0,person,0,4,3,1
28,n3,instance,name,0,Miguel,0,3,1,2
28,a4,instance,act-01,0,act-01,0,2,0,2
28,b,instance,bear-02,0,bear-02,0,3,0,3
28,d7,instance,date-entity,0,1955,0,2,1,1
28,p4,instance,person,0,person,0,4,3,1
28,n4,instance,name,0,Gabriel,0,3,1,2
28,b2,instance,bear-02,0,bear-02,0,3,0,3
28,d8,instance,date-entity,0,1956,0,2,1,1
28,m4,instance,marry-01,0,marry-01,0,3,0,3
28,p5,instance,person,0,person,0,2,1,1
28,n5,instance,name,0,Debby,0,3,1,2
28,m5,instance,marry-01,0,marry-01,0,6,1,5
28,p6,instance,person,0,person,0,2,1,1
